,DailyAverageDewPointTemperature,DailyAverageDryBulbTemperature,DailyAverageRelativeHumidity,DailyAverageSeaLevelPressure,DailyAverageStationPressure,DailyAverageWetBulbTemperature,DailyAverageWindSpeed,DailyCoolingDegreeDays,DailyDepartureFromNormalAverageTemperature,DailyHeatingDegreeDays,DailyMinimumDryBulbTemperature,DailyPeakWindDirection,DailyPeakWindSpeed,DailyPrecipitation,DailySnowDepth,DailySnowfall,DailySustainedWindDirection,DailySustainedWindSpeed,Sunrise,Sunset,target
2102,37.0,45.0,75.0,30.07,29.72,41.0,9.2,0.0,4.0,20.0,33.0,280.0,24.0,0.0,0.0,0.0,280.0,18.0,644.0,1634.0,56.0
683,-3.0,11.0,54.0,30.35,29.99,7.0,5.5,0.0,-17.2,54.0,1.0,320.0,27.0,0.0,1.0,0.0,310.0,22.0,720.0,1623.0,21.0
1464,12.0,25.0,55.0,30.56,30.26,22.0,6.1,0.0,0.2,40.0,17.0,270.0,25.0,0.0,0.0,0.0,270.0,17.0,700.0,1720.0,33.0
1336,56.0,61.0,80.0,29.97,29.65,59.0,8.3,0.0,6.4,4.0,50.0,290.0,28.0,0.0,0.0,0.0,300.0,21.0,555.0,1732.0,72.0
1132,22.0,32.0,61.0,30.0,29.7,30.0,3.2,0.0,-0.9,33.0,24.0,80.0,12.0,0.02,6.0,0.3,80.0,10.0,613.0,1758.0,39.0
348,8.0,19.0,58.0,29.86,29.5,18.0,11.0,0.0,-3.2,46.0,12.0,280.0,36.0,0.01,1.0,0.3,290.0,28.0,724.0,1644.0,25.0
1611,52.0,71.0,52.0,29.98,29.67,60.0,3.8,6.0,-0.6,0.0,57.0,20.0,12.0,0.0,0.0,0.0,30.0,9.0,425.0,1935.0,85.0
1762,12.0,19.0,63.0,30.41,30.08,19.0,9.4,0.0,-12.7,46.0,1.0,170.0,35.0,0.0,11.0,0.0,170.0,23.0,713.0,1621.0,37.0
687,6.0,17.0,60.0,30.42,30.14,15.0,7.5,0.0,-9.9,48.0,6.0,170.0,27.0,0.0,0.0,0.0,180.0,20.0,722.0,1624.0,28.0
322,29.0,44.0,63.0,29.75,29.42,36.0,13.9,0.0,16.1,21.0,36.0,270.0,31.0,0.0,0.0,0.0,290.0,23.0,721.0,1623.0,52.0
3,35.0,39.0,86.0,29.76,29.47,38.0,10.0,0.0,15.9,26.0,33.0,290.0,33.0,0.22,1.0,0.0,290.0,24.0,726.0,1635.0,45.0
1276,66.0,77.0,70.0,30.13,29.82,70.0,1.7,12.0,5.4,0.0,63.0,40.0,11.0,0.0,0.0,0.0,310.0,8.0,451.0,1911.0,90.0
356,9.0,24.0,55.0,30.17,29.82,19.0,11.9,0.0,1.8,41.0,16.0,270.0,32.0,0.0,0.0,0.0,280.0,22.0,720.0,1654.0,32.0
1957,62.0,80.0,55.0,30.0,29.7,69.0,4.6,15.0,11.4,0.0,68.0,170.0,16.0,0.0,0.0,0.0,190.0,13.0,417.0,1937.0,91.0
2053,54.0,60.0,82.0,29.96,29.63,57.0,3.4,0.0,1.5,5.0,48.0,160.0,13.0,0.0,0.0,0.0,150.0,9.0,545.0,1748.0,72.0
2667,62.0,79.0,55.0,29.93,29.62,68.0,8.4,14.0,16.5,0.0,65.0,250.0,29.0,0.0,0.0,0.0,250.0,21.0,420.0,1926.0,92.0
1967,63.0,73.0,78.0,29.91,29.59,65.0,4.3,8.0,2.3,0.0,65.0,90.0,28.0,0.28,0.0,0.0,60.0,21.0,421.0,1937.0,81.0
135,59.0,73.0,65.0,29.96,29.62,64.0,4.6,8.0,6.6,0.0,63.0,20.0,25.0,0.01,0.0,0.0,40.0,18.0,416.0,1934.0,83.0
4,11.0,27.0,59.0,30.12,29.73,20.0,16.8,0.0,4.1,38.0,13.0,280.0,42.0,0.0,0.0,0.0,290.0,32.0,726.0,1636.0,41.0
455,30.0,48.0,49.0,30.1,29.77,41.0,6.7,0.0,-5.0,17.0,37.0,180.0,20.0,0.0,0.0,0.0,190.0,15.0,451.0,1854.0,59.0
128,41.0,60.0,51.0,30.02,29.67,52.0,10.3,0.0,-4.3,5.0,48.0,20.0,30.0,0.48,0.0,0.0,20.0,24.0,418.0,1930.0,71.0
819,36.0,49.0,57.0,29.94,29.57,44.0,14.2,0.0,-5.0,16.0,43.0,280.0,42.0,0.01,0.0,0.0,280.0,31.0,447.0,1858.0,55.0
2453,37.0,46.0,79.0,29.92,29.62,41.0,2.0,0.0,0.4,19.0,34.0,190.0,13.0,0.01,0.0,0.0,200.0,10.0,625.0,1652.0,58.0
2397,53.0,62.0,77.0,30.03,29.7,56.0,5.7,0.0,-4.9,3.0,52.0,280.0,16.0,0.0,0.0,0.0,300.0,13.0,522.0,1827.0,71.0
2076,34.0,46.0,69.0,30.29,29.93,40.0,7.2,0.0,-3.1,19.0,35.0,280.0,24.0,0.0,0.0,0.0,260.0,18.0,612.0,1708.0,56.0
1338,51.0,56.0,80.0,30.16,29.85,54.0,7.7,0.0,2.3,9.0,47.0,180.0,28.0,0.07,0.0,0.0,180.0,21.0,558.0,1728.0,65.0
2328,66.0,73.0,81.0,30.14,29.83,68.0,13.7,8.0,3.3,0.0,64.0,180.0,30.0,0.0,0.0,0.0,170.0,24.0,418.0,1938.0,81.0
1972,58.0,77.0,51.0,29.93,29.62,66.0,4.6,12.0,5.6,0.0,62.0,240.0,23.0,0.0,0.0,0.0,250.0,18.0,424.0,1936.0,91.0
42,10.0,33.0,36.0,30.42,30.03,27.0,16.1,0.0,0.1,32.0,25.0,330.0,38.0,0.0,0.0,0.0,330.0,29.0,613.0,1758.0,41.0
496,40.0,58.0,53.0,29.8,29.47,49.0,16.6,0.0,-7.5,7.0,50.0,300.0,39.0,0.0,0.0,0.0,300.0,30.0,417.0,1933.0,65.0
2471,30.0,36.0,75.0,30.1,29.74,35.0,6.8,0.0,-4.0,29.0,27.0,260.0,21.0,0.0,0.0,0.0,280.0,17.0,648.0,1632.0,44.0
1947,59.0,73.0,59.0,29.93,29.62,65.0,9.2,8.0,7.2,0.0,59.0,150.0,30.0,0.02,0.0,0.0,150.0,20.0,417.0,1933.0,86.0
789,31.0,46.0,53.0,30.01,29.72,41.0,3.2,0.0,3.9,19.0,31.0,170.0,25.0,0.0,0.0,0.0,170.0,18.0,535.0,1823.0,61.0
2327,53.0,65.0,62.0,30.25,29.95,59.0,7.5,0.0,-4.5,0.0,51.0,150.0,23.0,0.0,0.0,0.0,160.0,17.0,418.0,1937.0,78.0
2586,28.0,37.0,70.0,29.99,29.7,33.0,6.6,0.0,4.4,28.0,22.0,150.0,30.0,0.0,0.0,0.0,150.0,22.0,615.0,1757.0,51.0
2547,2.0,14.0,60.0,30.36,29.98,11.0,1.9,0.0,-9.1,51.0,-1.0,150.0,14.0,0.0,3.0,0.0,170.0,10.0,711.0,1707.0,29.0
1747,21.0,37.0,54.0,29.92,29.62,31.0,5.0,0.0,-0.6,28.0,29.0,300.0,20.0,0.0,0.0,0.0,300.0,16.0,657.0,1626.0,45.0
1020,23.0,36.0,63.0,29.95,29.59,30.0,8.1,0.0,-2.6,29.0,30.0,280.0,35.0,0.0,0.0,0.0,270.0,25.0,653.0,1628.0,42.0
2537,-5.0,7.0,60.0,30.62,30.27,4.0,6.4,0.0,-15.2,58.0,-1.0,320.0,15.0,0.0,2.0,0.0,310.0,12.0,720.0,1654.0,14.0
1730,24.0,40.0,56.0,30.32,30.0,34.0,5.6,0.0,-3.2,25.0,30.0,320.0,30.0,0.0,0.0,0.0,310.0,22.0,635.0,1642.0,49.0
48,0.0,25.0,33.0,30.05,29.7,19.0,16.2,0.0,-10.2,40.0,17.0,280.0,48.0,0.0,0.0,0.0,310.0,35.0,603.0,1805.0,33.0
1609,71.0,83.0,78.0,29.89,29.57,73.0,6.6,18.0,11.6,0.0,73.0,310.0,35.0,0.5,0.0,0.0,310.0,25.0,424.0,1936.0,92.0
1757,19.0,27.0,66.0,29.61,29.28,25.0,10.1,0.0,-6.7,38.0,22.0,300.0,32.0,0.2,18.0,2.5,290.0,22.0,708.0,1622.0,32.0
1835,16.0,33.0,46.0,30.23,29.85,28.0,16.3,0.0,6.2,32.0,25.0,310.0,42.0,0.0,0.0,0.0,300.0,32.0,647.0,1732.0,41.0
2422,54.0,56.0,87.0,29.84,29.51,56.0,5.7,0.0,-1.2,9.0,48.0,360.0,14.0,0.0,0.0,0.0,330.0,12.0,549.0,1742.0,64.0
533,64.0,76.0,70.0,30.09,29.78,68.0,3.9,11.0,3.8,0.0,66.0,360.0,15.0,0.06,0.0,0.0,320.0,12.0,433.0,1930.0,85.0
1697,41.0,50.0,67.0,30.16,29.79,47.0,9.7,0.0,-4.6,15.0,41.0,310.0,25.0,0.0,0.0,0.0,290.0,20.0,555.0,1732.0,59.0
307,33.0,44.0,68.0,29.88,29.51,38.0,13.9,0.0,10.3,21.0,38.0,330.0,33.0,0.0,0.0,0.0,280.0,23.0,708.0,1622.0,49.0
2080,54.0,58.0,87.0,30.21,29.9,56.0,9.1,0.0,10.2,7.0,46.0,160.0,32.0,0.0,0.0,0.0,170.0,24.0,617.0,1702.0,70.0
1285,66.0,78.0,74.0,29.83,29.52,70.0,6.8,13.0,7.2,0.0,71.0,180.0,23.0,0.06,0.0,0.0,290.0,18.0,500.0,1859.0,85.0
139,51.0,68.0,55.0,30.12,29.8,58.0,4.6,3.0,0.5,0.0,61.0,10.0,24.0,0.0,0.0,0.0,30.0,18.0,416.0,1936.0,75.0
1551,32.0,53.0,44.0,30.27,29.96,44.0,9.9,0.0,-2.9,12.0,40.0,160.0,38.0,0.0,0.0,0.0,180.0,26.0,440.0,1904.0,66.0
2137,13.0,17.0,88.0,30.12,29.77,16.0,10.4,0.0,-10.9,48.0,13.0,350.0,26.0,1.73,16.0,19.7,350.0,21.0,721.0,1623.0,20.0
926,69.0,74.0,87.0,29.8,29.51,71.0,9.0,9.0,3.7,0.0,71.0,180.0,27.0,1.72,0.0,0.0,180.0,18.0,505.0,1853.0,77.0
1591,60.0,68.0,81.0,29.93,29.62,63.0,1.6,3.0,0.2,0.0,60.0,350.0,12.0,0.07,0.0,0.0,350.0,10.0,416.0,1936.0,75.0
1622,72.0,84.0,70.0,29.8,29.5,75.0,5.7,19.0,11.8,0.0,72.0,330.0,44.0,0.06,0.0,0.0,330.0,31.0,435.0,1928.0,95.0
366,23.0,44.0,43.0,29.82,29.52,36.0,9.7,0.0,20.9,21.0,36.0,170.0,24.0,0.0,0.0,0.0,170.0,17.0,711.0,1707.0,52.0
2007,66.0,75.0,77.0,30.05,29.75,69.0,4.4,10.0,3.8,0.0,64.0,240.0,14.0,0.0,0.0,0.0,240.0,12.0,456.0,1905.0,85.0
1896,24.0,45.0,46.0,29.7,29.39,37.0,7.7,0.0,-4.8,20.0,36.0,280.0,23.0,0.0,0.0,0.0,280.0,21.0,505.0,1844.0,54.0
818,50.0,57.0,78.0,29.6,29.28,53.0,6.4,0.0,3.3,8.0,49.0,310.0,30.0,0.39,0.0,0.0,290.0,23.0,449.0,1857.0,64.0
1303,60.0,73.0,67.0,30.28,29.97,64.0,8.3,8.0,5.5,0.0,66.0,190.0,23.0,0.0,0.0,0.0,190.0,16.0,520.0,1830.0,79.0
1199,37.0,62.0,40.0,30.31,29.98,50.0,8.1,0.0,3.4,3.0,51.0,20.0,24.0,0.0,0.0,0.0,40.0,17.0,430.0,1914.0,73.0
1651,66.0,78.0,72.0,29.97,29.65,70.0,5.7,13.0,7.9,0.0,69.0,260.0,16.0,0.0,0.0,0.0,260.0,13.0,506.0,1851.0,86.0
99,50.0,74.0,40.0,30.08,29.77,61.0,6.5,9.0,18.4,0.0,58.0,170.0,29.0,0.0,0.0,0.0,170.0,23.0,441.0,1903.0,89.0
1911,26.0,49.0,43.0,29.91,29.58,39.0,9.5,0.0,-6.0,16.0,38.0,300.0,26.0,0.0,0.0,0.0,300.0,18.0,443.0,1901.0,59.0
1949,49.0,68.0,50.0,30.07,29.75,58.0,9.8,3.0,1.6,0.0,55.0,310.0,29.0,0.0,0.0,0.0,300.0,24.0,416.0,1934.0,81.0
85,21.0,39.0,50.0,29.86,29.53,32.0,16.1,0.0,-11.9,26.0,34.0,280.0,35.0,0.0,0.0,0.0,280.0,25.0,500.0,1847.0,44.0
2324,56.0,59.0,87.0,29.77,29.44,57.0,9.8,0.0,-9.8,6.0,50.0,290.0,23.0,0.1,0.0,0.0,290.0,18.0,417.0,1937.0,68.0
49,1.0,26.0,34.0,30.3,29.94,20.0,10.1,0.0,-9.6,39.0,15.0,300.0,29.0,0.0,0.0,0.0,290.0,22.0,601.0,1806.0,37.0
588,67.0,77.0,72.0,29.94,29.64,71.0,7.5,12.0,12.7,0.0,67.0,190.0,33.0,0.13,0.0,0.0,160.0,22.0,530.0,1813.0,87.0
569,53.0,64.0,65.0,30.02,29.67,58.0,10.2,0.0,-5.5,1.0,55.0,280.0,31.0,0.0,0.0,0.0,290.0,23.0,510.0,1845.0,73.0
1807,14.0,26.0,62.0,30.43,30.11,22.0,2.9,0.0,3.8,39.0,17.0,180.0,11.0,0.0,1.0,0.0,180.0,9.0,719.0,1655.0,35.0
1574,52.0,65.0,61.0,29.79,29.48,59.0,7.0,0.0,2.2,0.0,49.0,220.0,23.0,0.01,0.0,0.0,220.0,17.0,420.0,1927.0,81.0
1946,50.0,73.0,47.0,29.91,29.6,60.0,5.9,8.0,7.5,0.0,58.0,360.0,22.0,0.0,0.0,0.0,360.0,17.0,417.0,1933.0,88.0
2355,57.0,67.0,73.0,30.12,29.8,61.0,4.6,2.0,-5.2,0.0,57.0,310.0,16.0,0.0,0.0,0.0,340.0,14.0,437.0,1925.0,76.0
820,32.0,50.0,47.0,30.19,29.88,44.0,5.7,0.0,-4.3,15.0,36.0,200.0,27.0,0.0,0.0,0.0,190.0,21.0,446.0,1859.0,64.0
2544,13.0,21.0,65.0,30.13,29.8,21.0,6.3,0.0,-1.7,44.0,11.0,350.0,25.0,0.0,2.0,0.1,360.0,20.0,714.0,1703.0,30.0
2158,19.0,26.0,79.0,30.18,29.83,23.0,11.5,0.0,3.3,39.0,21.0,310.0,23.0,0.0,1.0,0.0,280.0,18.0,726.0,1638.0,30.0
110,54.0,66.0,73.0,29.87,29.57,59.0,10.4,1.0,7.2,0.0,54.0,300.0,39.0,0.25,0.0,0.0,300.0,28.0,429.0,1915.0,78.0
1247,60.0,73.0,60.0,30.04,29.7,67.0,12.2,8.0,1.6,0.0,60.0,300.0,33.0,0.13,0.0,0.0,300.0,25.0,424.0,1936.0,86.0
904,62.0,68.0,86.0,29.94,29.64,64.0,7.0,3.0,-4.1,0.0,63.0,170.0,21.0,0.31,0.0,0.0,170.0,16.0,441.0,1922.0,72.0
563,70.0,76.0,82.0,30.06,29.78,71.0,7.9,11.0,5.6,0.0,68.0,170.0,30.0,0.22,0.0,0.0,190.0,22.0,503.0,1854.0,83.0
2020,62.0,73.0,74.0,29.93,29.6,66.0,4.7,8.0,3.5,0.0,61.0,270.0,21.0,0.0,0.0,0.0,270.0,16.0,510.0,1845.0,84.0
1365,55.0,56.0,88.0,29.66,29.34,56.0,4.0,0.0,11.6,9.0,48.0,290.0,30.0,0.86,0.0,0.0,290.0,22.0,630.0,1647.0,64.0
159,69.0,78.0,77.0,29.96,29.66,71.0,8.1,13.0,6.5,0.0,70.0,200.0,20.0,0.25,0.0,0.0,190.0,16.0,424.0,1936.0,86.0
14,7.0,15.0,65.0,30.07,29.78,14.0,3.2,0.0,-7.1,50.0,4.0,170.0,14.0,0.0,3.0,0.0,170.0,10.0,723.0,1647.0,26.0
636,37.0,45.0,79.0,29.98,29.7,40.0,5.0,0.0,-0.3,20.0,37.0,170.0,30.0,0.05,0.0,0.0,170.0,21.0,626.0,1651.0,53.0
2284,33.0,51.0,52.0,30.19,29.86,44.0,2.4,0.0,-6.1,14.0,33.0,340.0,20.0,0.0,0.0,0.0,340.0,15.0,435.0,1909.0,68.0
1712,37.0,48.0,66.0,30.1,29.72,44.0,2.9,0.0,-0.8,17.0,36.0,300.0,14.0,0.0,0.0,0.0,340.0,9.0,613.0,1707.0,59.0
2067,32.0,47.0,56.0,29.97,29.62,41.0,11.7,0.0,-5.5,18.0,38.0,300.0,31.0,0.0,0.0,0.0,310.0,22.0,601.0,1723.0,56.0
1459,34.0,45.0,66.0,29.99,29.64,40.0,10.9,0.0,21.1,20.0,32.0,320.0,34.0,0.03,0.0,0.0,310.0,24.0,706.0,1714.0,57.0
1120,28.0,46.0,49.0,29.95,29.66,40.0,7.6,0.0,16.7,19.0,32.0,250.0,32.0,0.01,0.0,0.0,240.0,23.0,633.0,1743.0,60.0
770,15.0,22.0,78.0,29.75,29.49,20.0,14.2,0.0,-11.7,43.0,18.0,290.0,43.0,1.58,4.0,17.0,280.0,31.0,610.0,1800.0,26.0
1404,14.0,22.0,68.0,30.1,29.77,21.0,1.1,0.0,-8.5,43.0,13.0,310.0,8.0,0.0,0.0,0.0,310.0,7.0,715.0,1621.0,31.0
164,61.0,76.0,59.0,30.0,29.7,66.0,5.4,11.0,4.1,0.0,65.0,270.0,19.0,0.0,0.0,0.0,290.0,15.0,428.0,1933.0,87.0
959,62.0,71.0,76.0,29.97,29.65,65.0,7.5,6.0,10.3,0.0,62.0,330.0,21.0,0.0,0.0,0.0,340.0,17.0,540.0,1757.0,80.0
564,63.0,74.0,67.0,29.99,29.65,67.0,11.1,9.0,3.7,0.0,66.0,300.0,36.0,0.0,0.0,0.0,290.0,28.0,505.0,1853.0,81.0
1619,70.0,79.0,82.0,29.92,29.6,72.0,4.2,14.0,6.9,0.0,73.0,320.0,38.0,0.89,0.0,0.0,330.0,30.0,432.0,1930.0,85.0
2520,11.0,20.0,65.0,30.33,30.0,18.0,6.3,0.0,-3.1,45.0,10.0,160.0,19.0,0.0,0.0,0.1,150.0,14.0,726.0,1635.0,29.0
1788,32.0,43.0,64.0,29.79,29.45,39.0,4.4,0.0,19.7,22.0,39.0,170.0,14.0,0.0,0.0,0.0,170.0,10.0,726.0,1634.0,47.0
409,30.0,44.0,65.0,30.12,29.8,37.0,7.1,0.0,9.9,21.0,40.0,150.0,26.0,0.14,0.0,0.0,150.0,17.0,608.0,1801.0,47.0
2505,14.0,24.0,66.0,30.27,29.96,21.0,4.9,0.0,-3.2,41.0,15.0,170.0,17.0,0.0,0.0,0.0,160.0,12.0,722.0,1624.0,32.0
545,63.0,78.0,66.0,29.89,29.57,68.0,6.9,13.0,6.0,0.0,69.0,30.0,18.0,0.62,0.0,0.0,330.0,15.0,444.0,1918.0,87.0
1241,63.0,79.0,57.0,30.01,29.7,69.0,5.3,14.0,8.5,0.0,64.0,170.0,28.0,0.0,0.0,0.0,170.0,21.0,420.0,1937.0,94.0
1257,68.0,75.0,79.0,29.8,29.5,70.0,5.5,10.0,2.9,0.0,69.0,300.0,22.0,0.55,0.0,0.0,290.0,16.0,432.0,1930.0,80.0
2314,56.0,65.0,77.0,29.86,29.54,59.0,4.1,0.0,-1.1,0.0,55.0,160.0,13.0,0.11,0.0,0.0,160.0,10.0,416.0,1934.0,75.0
2335,57.0,61.0,93.0,29.83,29.52,58.0,3.6,0.0,-10.0,4.0,56.0,350.0,13.0,0.32,0.0,0.0,350.0,12.0,422.0,1937.0,65.0
2481,32.0,37.0,87.0,29.61,29.31,34.0,8.1,0.0,0.6,28.0,32.0,290.0,34.0,0.21,0.0,1.1,270.0,24.0,700.0,1625.0,41.0
1347,47.0,50.0,83.0,29.96,29.65,50.0,11.4,0.0,-0.2,15.0,39.0,290.0,34.0,0.16,0.0,0.0,290.0,28.0,608.0,1713.0,61.0
1075,-3.0,10.0,58.0,30.68,30.3,6.0,7.1,0.0,-12.1,55.0,3.0,310.0,16.0,0.0,1.0,0.0,310.0,13.0,724.0,1645.0,16.0
2416,65.0,70.0,85.0,30.06,29.77,66.0,8.5,5.0,10.2,0.0,61.0,140.0,27.0,0.0,0.0,0.0,150.0,18.0,542.0,1753.0,79.0
1664,53.0,63.0,66.0,30.3,30.0,58.0,5.3,0.0,-4.5,2.0,51.0,170.0,27.0,0.0,0.0,0.0,170.0,18.0,520.0,1830.0,75.0
1647,60.0,73.0,66.0,30.0,29.68,64.0,5.0,8.0,2.3,0.0,62.0,210.0,24.0,0.19,0.0,0.0,210.0,21.0,501.0,1857.0,83.0
2491,40.0,47.0,81.0,29.77,29.49,43.0,15.4,0.0,14.5,18.0,38.0,290.0,43.0,0.06,0.0,0.0,280.0,33.0,711.0,1621.0,56.0
1555,40.0,48.0,79.0,29.9,29.58,44.0,3.0,0.0,-9.1,17.0,42.0,110.0,13.0,0.57,0.0,0.0,230.0,10.0,435.0,1909.0,54.0
2560,10.0,21.0,57.0,30.18,29.85,19.0,9.4,0.0,-4.4,44.0,15.0,310.0,20.0,0.0,1.0,0.0,300.0,16.0,656.0,1724.0,27.0
502,48.0,67.0,48.0,29.9,29.59,57.0,4.2,2.0,-0.3,0.0,51.0,280.0,20.0,0.0,0.0,0.0,270.0,14.0,416.0,1935.0,83.0
2456,35.0,47.0,62.0,30.01,29.65,43.0,8.6,0.0,2.3,18.0,37.0,270.0,32.0,0.0,0.0,0.0,280.0,23.0,629.0,1648.0,57.0
1899,17.0,42.0,38.0,30.0,29.69,33.0,6.9,0.0,-8.9,23.0,28.0,170.0,21.0,0.0,0.0,0.0,180.0,16.0,500.0,1847.0,56.0
1050,21.0,35.0,57.0,29.88,29.56,30.0,15.4,0.0,7.8,30.0,30.0,290.0,43.0,0.0,0.0,0.0,300.0,30.0,722.0,1624.0,40.0
726,19.0,34.0,54.0,29.6,29.26,29.0,10.0,0.0,11.3,31.0,30.0,280.0,25.0,0.0,0.0,0.0,280.0,20.0,714.0,1703.0,37.0
1208,55.0,61.0,80.0,30.06,29.72,58.0,4.5,0.0,-0.2,4.0,54.0,180.0,17.0,0.18,0.0,0.0,160.0,13.0,423.0,1922.0,68.0
1714,45.0,52.0,85.0,30.13,29.8,47.0,2.3,0.0,3.9,13.0,43.0,360.0,10.0,0.0,0.0,0.0,60.0,7.0,615.0,1704.0,60.0
627,50.0,52.0,91.0,30.1,29.82,51.0,2.9,0.0,3.9,13.0,44.0,340.0,14.0,0.51,0.0,0.0,320.0,12.0,615.0,1704.0,60.0
1269,57.0,71.0,62.0,30.08,29.75,63.0,5.6,6.0,-1.0,0.0,61.0,320.0,21.0,0.0,0.0,0.0,300.0,15.0,443.0,1919.0,81.0
353,8.0,22.0,57.0,29.76,29.41,17.0,16.5,0.0,-0.1,43.0,15.0,300.0,45.0,0.02,0.0,1.1,280.0,36.0,722.0,1650.0,28.0
2662,48.0,66.0,53.0,30.15,29.86,56.0,14.7,1.0,5.1,0.0,57.0,180.0,34.0,0.0,0.0,0.0,160.0,25.0,423.0,1922.0,74.0
2044,42.0,49.0,76.0,30.32,30.01,46.0,3.0,0.0,-13.3,16.0,37.0,330.0,11.0,0.0,0.0,0.0,330.0,9.0,536.0,1804.0,61.0
124,47.0,56.0,75.0,30.17,29.84,51.0,2.8,0.0,-7.1,9.0,49.0,360.0,16.0,0.01,0.0,0.0,20.0,13.0,419.0,1927.0,63.0
1329,50.0,59.0,71.0,30.13,29.8,54.0,3.3,0.0,1.4,6.0,50.0,300.0,18.0,0.09,0.0,0.0,290.0,14.0,548.0,1744.0,68.0
294,31.0,46.0,57.0,30.13,29.77,40.0,7.2,0.0,7.4,19.0,35.0,310.0,24.0,0.0,0.0,0.0,300.0,18.0,653.0,1628.0,56.0
2332,70.0,80.0,86.0,29.95,29.65,71.0,6.4,15.0,9.5,0.0,69.0,290.0,30.0,0.26,0.0,0.0,300.0,23.0,420.0,1937.0,90.0
1639,67.0,77.0,78.0,29.77,29.47,69.0,7.6,12.0,5.5,0.0,69.0,170.0,25.0,0.25,0.0,0.0,160.0,20.0,453.0,1909.0,84.0
2085,42.0,42.0,100.0,30.18,29.85,43.0,6.1,0.0,-4.2,23.0,35.0,160.0,20.0,0.29,0.0,0.0,160.0,15.0,623.0,1655.0,49.0
2095,40.0,55.0,58.0,30.3,29.98,48.0,9.3,0.0,11.8,10.0,45.0,150.0,23.0,0.0,0.0,0.0,150.0,18.0,635.0,1642.0,64.0
116,51.0,75.0,46.0,30.13,29.83,61.0,9.6,10.0,14.4,0.0,62.0,180.0,28.0,0.0,0.0,0.0,170.0,21.0,424.0,1921.0,88.0
1837,5.0,22.0,47.0,30.43,30.11,19.0,5.3,0.0,-5.3,43.0,11.0,290.0,18.0,0.0,0.0,0.0,280.0,14.0,644.0,1734.0,33.0
1528,23.0,48.0,40.0,29.97,29.62,37.0,16.5,0.0,0.2,17.0,37.0,290.0,38.0,0.0,0.0,0.0,280.0,28.0,513.0,1838.0,58.0
2356,57.0,67.0,70.0,30.06,29.77,62.0,5.0,2.0,-5.2,0.0,54.0,160.0,23.0,0.0,0.0,0.0,150.0,16.0,438.0,1924.0,79.0
2539,12.0,23.0,66.0,29.85,29.54,19.0,6.1,0.0,0.7,42.0,17.0,150.0,17.0,0.01,2.0,0.2,150.0,14.0,718.0,1657.0,29.0
2276,49.0,50.0,97.0,29.73,29.4,50.0,10.8,0.0,-4.6,15.0,45.0,280.0,29.0,0.34,0.0,0.0,270.0,22.0,445.0,1900.0,54.0
1843,22.0,34.0,63.0,29.49,29.18,30.0,14.7,0.0,5.0,31.0,26.0,250.0,45.0,0.62,0.0,0.0,270.0,33.0,635.0,1742.0,42.0
2525,22.0,28.0,74.0,30.06,29.77,28.0,16.3,0.0,5.6,37.0,19.0,280.0,41.0,0.22,1.0,0.0,280.0,29.0,725.0,1640.0,36.0
2029,52.0,59.0,74.0,30.08,29.75,56.0,3.9,0.0,-8.5,6.0,46.0,150.0,14.0,0.0,0.0,0.0,160.0,12.0,520.0,1830.0,72.0
741,22.0,27.0,85.0,29.92,29.65,24.0,3.3,0.0,1.8,38.0,23.0,190.0,13.0,0.7,7.0,7.6,190.0,8.0,657.0,1723.0,31.0
1509,23.0,44.0,43.0,30.26,29.96,36.0,15.0,0.0,4.5,21.0,33.0,170.0,36.0,0.0,0.0,0.0,190.0,26.0,545.0,1817.0,55.0
522,63.0,78.0,63.0,29.78,29.47,68.0,6.7,13.0,6.6,0.0,66.0,280.0,26.0,0.0,0.0,0.0,290.0,18.0,424.0,1936.0,89.0
1194,45.0,58.0,67.0,30.11,29.81,50.0,8.2,0.0,0.9,7.0,48.0,170.0,27.0,0.0,0.0,0.0,170.0,21.0,435.0,1909.0,68.0
1391,28.0,37.0,72.0,29.46,29.1,33.0,15.1,0.0,1.3,28.0,34.0,290.0,36.0,0.02,0.0,0.3,280.0,25.0,702.0,1624.0,40.0
1118,26.0,42.0,58.0,30.13,29.78,36.0,8.9,0.0,13.3,23.0,32.0,310.0,33.0,0.0,0.0,0.0,280.0,23.0,636.0,1741.0,51.0
2241,45.0,49.0,81.0,29.99,29.69,48.0,13.1,0.0,8.2,16.0,41.0,150.0,35.0,0.18,0.0,0.0,160.0,24.0,540.0,1820.0,57.0
1494,20.0,33.0,57.0,30.2,29.85,29.0,14.3,0.0,0.1,32.0,27.0,280.0,32.0,0.0,1.0,0.0,300.0,24.0,613.0,1758.0,38.0
1293,63.0,74.0,72.0,29.72,29.41,66.0,10.1,9.0,4.3,0.0,66.0,300.0,34.0,0.18,0.0,0.0,300.0,25.0,509.0,1847.0,81.0
1832,17.0,32.0,55.0,30.11,29.8,27.0,7.9,0.0,5.9,33.0,25.0,170.0,22.0,0.01,1.0,0.2,170.0,16.0,651.0,1728.0,38.0
2428,57.0,59.0,93.0,30.04,29.7,58.0,2.0,0.0,4.4,6.0,56.0,20.0,9.0,1.65,0.0,0.0,340.0,7.0,555.0,1732.0,61.0
